sample_id	taxon_id	reads
SRR10484443	1307839	46
SRR10484448	1307839	26
SRR10484454	1307839	1
SRR10484459	1307839	16
SRR10484371	200644	5
SRR10484376	200644	3
SRR10484377	200644	5
SRR10484382	200644	16
SRR10484388	200644	0
SRR10484393	200644	5
SRR10484399	200644	1
SRR10484404	200644	1
SRR10484410	200644	7
SRR10484415	200644	13
SRR10484421	200644	10
SRR10484426	200644	0
SRR10484431	200644	2
SRR10484432	200644	3
SRR10484437	200644	0
SRR10484443	200644	26
SRR10484448	200644	19
SRR10484454	200644	1
SRR10484459	200644	7
SRR10484371	49546	264
SRR10484376	49546	118
SRR10484377	49546	839
SRR10484382	49546	424
SRR10484388	49546	56
SRR10484393	49546	120
SRR10484399	49546	53
SRR10484404	49546	186
SRR10484410	49546	91
SRR10484415	49546	277
SRR10484421	49546	246
SRR10484426	49546	19
SRR10484431	49546	10
SRR10484432	49546	30
SRR10484437	49546	3
SRR10484443	49546	446
SRR10484448	49546	1624
SRR10484454	49546	26
SRR10484459	49546	352
SRR10484371	28251	7299
SRR10484376	28251	62
SRR10484377	28251	1416
SRR10484382	28251	536
SRR10484388	28251	14866
SRR10484393	28251	688
SRR10484399	28251	446
SRR10484404	28251	255
SRR10484410	28251	121
SRR10484415	28251	5586
SRR10484421	28251	837
SRR10484426	28251	49
SRR10484431	28251	32
SRR10484432	28251	10
SRR10484437	28251	56
SRR10484443	28251	1914
SRR10484448	28251	27394
SRR10484454	28251	150
SRR10484459	28251	739
SRR10484371	1016	112
SRR10484376	1016	83
SRR10484377	1016	118
SRR10484382	1016	141
SRR10484388	1016	55
SRR10484393	1016	95
SRR10484399	1016	8
SRR10484404	1016	194
SRR10484410	1016	22
SRR10484415	1016	200
SRR10484421	1016	119
SRR10484426	1016	27
SRR10484431	1016	18
SRR10484432	1016	1
SRR10484437	1016	1
SRR10484443	1016	116
SRR10484448	1016	123
SRR10484454	1016	15
SRR10484459	1016	20
SRR10484371	1019	1358
SRR10484376	1019	7
SRR10484377	1019	59
SRR10484382	1019	68
SRR10484388	1019	872
SRR10484393	1019	35
SRR10484399	1019	52
SRR10484404	1019	110
SRR10484410	1019	3
SRR10484415	1019	62
SRR10484421	1019	69
SRR10484426	1019	4
SRR10484431	1019	11
SRR10484432	1019	4
SRR10484437	1019	1
SRR10484443	1019	141
SRR10484448	1019	13
SRR10484454	1019	6
SRR10484459	1019	19
SRR10484371	1705617	103
SRR10484376	1705617	3
SRR10484377	1705617	5
SRR10484382	1705617	8
SRR10484388	1705617	55
SRR10484393	1705617	1
SRR10484399	1705617	1
SRR10484404	1705617	25
SRR10484410	1705617	0
SRR10484415	1705617	3
SRR10484421	1705617	9
SRR10484426	1705617	2
SRR10484431	1705617	1
SRR10484432	1705617	0
SRR10484437	1705617	0
SRR10484443	1705617	11
SRR10484448	1705617	1
SRR10484454	1705617	1
SRR10484459	1705617	1
SRR10484371	1316593	61
SRR10484376	1316593	4
SRR10484377	1316593	3
SRR10484382	1316593	8
SRR10484388	1316593	0
SRR10484393	1316593	3
SRR10484399	1316593	8
SRR10484404	1316593	15
SRR10484410	1316593	0
SRR10484415	1316593	23
SRR10484421	1316593	0
SRR10484426	1316593	0
SRR10484431	1316593	0
SRR10484432	1316593	0
SRR10484437	1316593	0
SRR10484443	1316593	18
SRR10484448	1316593	59
SRR10484454	1316593	0
SRR10484459	1316593	1
SRR10484371	1316596	49
SRR10484376	1316596	16
SRR10484377	1316596	122
SRR10484382	1316596	36
SRR10484388	1316596	46
SRR10484393	1316596	15
SRR10484399	1316596	4
SRR10484404	1316596	93
SRR10484410	1316596	31
SRR10484415	1316596	23
SRR10484421	1316596	29
SRR10484426	1316596	1
SRR10484431	1316596	6
SRR10484432	1316596	5
SRR10484437	1316596	2
SRR10484443	1316596	53
SRR10484448	1316596	37
SRR10484454	1316596	3
SRR10484459	1316596	13
SRR10484371	327575	48
SRR10484376	327575	13
SRR10484377	327575	91
SRR10484382	327575	53
SRR10484388	327575	44
SRR10484393	327575	15
SRR10484399	327575	8
SRR10484404	327575	79
SRR10484410	327575	3
SRR10484415	327575	13
SRR10484421	327575	4
SRR10484426	327575	1
SRR10484431	327575	1
SRR10484432	327575	4
SRR10484437	327575	2
SRR10484443	327575	67
SRR10484448	327575	16
SRR10484454	327575	1
SRR10484459	327575	2
SRR10484371	28189	45
SRR10484376	28189	16
SRR10484377	28189	5
SRR10484382	28189	22
SRR10484388	28189	22
SRR10484393	28189	3
SRR10484399	28189	2
SRR10484404	28189	49
SRR10484410	28189	1
SRR10484415	28189	31
SRR10484421	28189	38
SRR10484426	28189	0
SRR10484431	28189	6
SRR10484432	28189	0
SRR10484437	28189	0
SRR10484443	28189	31
SRR10484448	28189	8
SRR10484454	28189	2
SRR10484459	28189	2
SRR10484371	28188	38
SRR10484376	28188	9
SRR10484377	28188	13
SRR10484382	28188	30
SRR10484388	28188	21
SRR10484393	28188	15
SRR10484399	28188	3
SRR10484404	28188	107
SRR10484410	28188	10
SRR10484415	28188	37
SRR10484421	28188	63
SRR10484426	28188	2
SRR10484431	28188	8
SRR10484432	28188	0
SRR10484437	28188	1
SRR10484443	28188	80
SRR10484448	28188	7
SRR10484454	28188	0
SRR10484459	28188	8
SRR10484371	1017	32
SRR10484376	1017	9
SRR10484377	1017	41
SRR10484382	1017	28
SRR10484388	1017	3
SRR10484393	1017	14
SRR10484399	1017	4
SRR10484404	1017	30
SRR10484410	1017	7
SRR10484415	1017	36
SRR10484421	1017	19
SRR10484426	1017	7
SRR10484431	1017	19
SRR10484432	1017	5
SRR10484437	1017	181
SRR10484443	1017	39
SRR10484448	1017	20
SRR10484454	1017	1
SRR10484459	1017	8
SRR10484371	1848904	29
SRR10484376	1848904	3
SRR10484377	1848904	66
SRR10484382	1848904	47
SRR10484388	1848904	61
SRR10484393	1848904	34
SRR10484399	1848904	7
SRR10484404	1848904	116
SRR10484410	1848904	15
SRR10484415	1848904	59
SRR10484421	1848904	159
SRR10484426	1848904	0
SRR10484431	1848904	3
SRR10484432	1848904	27
SRR10484437	1848904	10
SRR10484443	1848904	86
SRR10484448	1848904	27
SRR10484454	1848904	9
SRR10484459	1848904	9
SRR10484371	1018	14
SRR10484376	1018	11
SRR10484377	1018	14
SRR10484382	1018	10
SRR10484388	1018	22
SRR10484393	1018	16
SRR10484399	1018	0
SRR10484404	1018	41
SRR10484410	1018	5
SRR10484415	1018	28
SRR10484421	1018	22
SRR10484426	1018	1
SRR10484431	1018	2
SRR10484432	1018	3
SRR10484437	1018	0
SRR10484443	1018	35
SRR10484448	1018	20
SRR10484454	1018	1
SRR10484459	1018	1
SRR10484371	45243	8
SRR10484376	45243	12
SRR10484377	45243	266
SRR10484382	45243	31
SRR10484388	45243	2
SRR10484393	45243	29
SRR10484399	45243	0
SRR10484404	45243	27
SRR10484410	45243	4
SRR10484415	45243	28
SRR10484421	45243	12
SRR10484426	45243	0
SRR10484431	45243	2
SRR10484432	45243	0
SRR10484437	45243	0
SRR10484443	45243	35
SRR10484448	45243	39
SRR10484454	45243	3
SRR10484459	45243	9
SRR10484371	209053	4
SRR10484376	209053	0
SRR10484377	209053	4
SRR10484382	209053	12
SRR10484388	209053	4
SRR10484393	209053	15
SRR10484399	209053	0
SRR10484404	209053	47
SRR10484410	209053	2
SRR10484415	209053	15
SRR10484421	209053	35
SRR10484426	209053	4
SRR10484431	209053	0
SRR10484432	209053	2
SRR10484437	209053	1
SRR10484443	209053	7
SRR10484448	209053	18
SRR10484454	209053	0
SRR10484459	209053	8
SRR10484371	1945657	2
SRR10484376	1945657	0
SRR10484377	1945657	8
SRR10484382	1945657	1
SRR10484388	1945657	5
SRR10484393	1945657	4
SRR10484399	1945657	0
SRR10484404	1945657	0
SRR10484410	1945657	2
SRR10484415	1945657	31
SRR10484421	1945657	1
SRR10484426	1945657	0
SRR10484431	1945657	1
SRR10484432	1945657	0
SRR10484437	1945657	0
SRR10484443	1945657	10
SRR10484448	1945657	2
SRR10484454	1945657	1
SRR10484459	1945657	5
SRR10484371	59732	23
SRR10484376	59732	5
SRR10484377	59732	24
SRR10484382	59732	47
SRR10484388	59732	2
SRR10484393	59732	12
SRR10484399	59732	3
SRR10484404	59732	29
SRR10484410	59732	14
SRR10484415	59732	24
SRR10484421	59732	5
SRR10484426	59732	1
SRR10484431	59732	0
SRR10484432	59732	1
SRR10484437	59732	0
SRR10484443	59732	26
SRR10484448	59732	5
SRR10484454	59732	0
SRR10484459	59732	42
SRR10484371	1324352	719
SRR10484376	1324352	171
SRR10484377	1324352	190
SRR10484382	1324352	388
SRR10484388	1324352	1707
SRR10484393	1324352	192
SRR10484399	1324352	24
SRR10484404	1324352	116
SRR10484410	1324352	2149
SRR10484415	1324352	2188
SRR10484421	1324352	1413
SRR10484426	1324352	21
SRR10484431	1324352	3
SRR10484432	1324352	11
SRR10484437	1324352	6
SRR10484443	1324352	31
SRR10484448	1324352	7658
SRR10484454	1324352	37
SRR10484459	1324352	101
SRR10484371	2015076	135
SRR10484376	2015076	5
SRR10484377	2015076	28
SRR10484382	2015076	31
SRR10484388	2015076	60
SRR10484393	2015076	27
SRR10484399	2015076	10
SRR10484404	2015076	55
SRR10484410	2015076	13
SRR10484415	2015076	40
SRR10484421	2015076	84
SRR10484426	2015076	3
SRR10484431	2015076	8
SRR10484432	2015076	0
SRR10484437	2015076	22
SRR10484443	2015076	147
SRR10484448	2015076	12
SRR10484454	2015076	3
SRR10484459	2015076	18
SRR10484371	536441	89
SRR10484376	536441	5
SRR10484377	536441	231
SRR10484382	536441	69
SRR10484388	536441	59
SRR10484393	536441	37
SRR10484399	536441	8
SRR10484404	536441	104
SRR10484410	536441	13
SRR10484415	536441	86
SRR10484421	536441	89
SRR10484426	536441	13
SRR10484431	536441	0
SRR10484432	536441	3
SRR10484437	536441	3
SRR10484443	536441	142
SRR10484448	536441	123
SRR10484454	536441	5
SRR10484459	536441	16
SRR10484371	1265445	85
SRR10484376	1265445	31
SRR10484377	1265445	61
SRR10484382	1265445	87
SRR10484388	1265445	12
SRR10484393	1265445	32
SRR10484399	1265445	9
SRR10484404	1265445	68
SRR10484410	1265445	17
SRR10484415	1265445	85
SRR10484421	1265445	48
SRR10484426	1265445	1
SRR10484431	1265445	10
SRR10484432	1265445	6
SRR10484437	1265445	3
SRR10484443	1265445	106
SRR10484448	1265445	30
SRR10484454	1265445	2
SRR10484459	1265445	34
SRR10484371	253	84
SRR10484376	253	43
SRR10484377	253	229
SRR10484382	253	107
SRR10484388	253	28
SRR10484393	253	22
SRR10484399	253	7
SRR10484404	253	87
SRR10484410	253	43
SRR10484415	253	56
SRR10484421	253	101
SRR10484426	253	7
SRR10484431	253	8
SRR10484432	253	4
SRR10484437	253	0
SRR10484443	253	90
SRR10484448	253	60
SRR10484454	253	3
SRR10484459	253	50
SRR10484371	1685010	58
SRR10484376	1685010	32
SRR10484377	1685010	155
SRR10484382	1685010	24
SRR10484388	1685010	94
SRR10484393	1685010	33
SRR10484399	1685010	1
SRR10484404	1685010	8
SRR10484410	1685010	56
SRR10484415	1685010	22
SRR10484421	1685010	4
SRR10484426	1685010	18
SRR10484431	1685010	0
SRR10484432	1685010	2
SRR10484437	1685010	0
SRR10484443	1685010	5
SRR10484448	1685010	44
SRR10484454	1685010	2
SRR10484459	1685010	41
SRR10484371	878220	42
SRR10484376	878220	17
SRR10484377	878220	210
SRR10484382	878220	52
SRR10484388	878220	5
SRR10484393	878220	22
SRR10484399	878220	2
SRR10484404	878220	68
SRR10484410	878220	4
SRR10484415	878220	18
SRR10484421	878220	9
SRR10484426	878220	3
SRR10484431	878220	1
SRR10484432	878220	2
SRR10484437	878220	0
SRR10484443	878220	71
SRR10484448	878220	21
SRR10484454	878220	4
SRR10484459	878220	131
SRR10484371	558152	31
SRR10484376	558152	2
SRR10484377	558152	21
SRR10484382	558152	47
SRR10484388	558152	66
SRR10484393	558152	18
SRR10484399	558152	6
SRR10484404	558152	28
SRR10484410	558152	6
SRR10484415	558152	15
SRR10484421	558152	45
SRR10484426	558152	0
SRR10484431	558152	0
SRR10484432	558152	0
SRR10484437	558152	2
SRR10484443	558152	15
SRR10484448	558152	12
SRR10484454	558152	2
SRR10484459	558152	0
SRR10484371	1721091	24
SRR10484376	1721091	26
SRR10484377	1721091	44
SRR10484382	1721091	62
SRR10484388	1721091	41
SRR10484393	1721091	10
SRR10484399	1721091	1
SRR10484404	1721091	59
SRR10484410	1721091	3
SRR10484415	1721091	36
SRR10484421	1721091	8
SRR10484426	1721091	0
SRR10484431	1721091	4
SRR10484432	1721091	12
SRR10484437	1721091	0
SRR10484443	1721091	90
SRR10484448	1721091	10
SRR10484454	1721091	2
SRR10484459	1721091	10
SRR10484371	237	20
SRR10484376	237	16
SRR10484377	237	155
SRR10484382	237	43
SRR10484388	237	2
SRR10484393	237	5
SRR10484399	237	4
SRR10484404	237	17
SRR10484410	237	14
SRR10484415	237	27
SRR10484421	237	18
SRR10484426	237	1
SRR10484431	237	0
SRR10484432	237	1
SRR10484437	237	0
SRR10484443	237	20
SRR10484448	237	4
SRR10484454	237	9
SRR10484459	237	10
SRR10484371	986	201
SRR10484376	986	14
SRR10484377	986	207
SRR10484382	986	58
SRR10484388	986	36
SRR10484393	986	54
SRR10484399	986	9
SRR10484404	986	92
SRR10484410	986	12
SRR10484415	986	96
SRR10484421	986	123
SRR10484426	986	4
SRR10484431	986	13
SRR10484432	986	2
SRR10484437	986	4
SRR10484443	986	112
SRR10484448	986	79
SRR10484454	986	1
SRR10484459	986	51
SRR10484371	2201181	178
SRR10484376	2201181	3
SRR10484377	2201181	20
SRR10484382	2201181	28
SRR10484388	2201181	52
SRR10484393	2201181	24
SRR10484399	2201181	8
SRR10484404	2201181	75
SRR10484410	2201181	17
SRR10484415	2201181	51
SRR10484421	2201181	90
SRR10484426	2201181	7
SRR10484431	2201181	2
SRR10484432	2201181	1
SRR10484437	2201181	0
SRR10484443	2201181	89
SRR10484448	2201181	18
SRR10484454	2201181	5
SRR10484459	2201181	99
SRR10484371	996	105
SRR10484376	996	78
SRR10484377	996	161
SRR10484382	996	136
SRR10484388	996	44
SRR10484393	996	15
SRR10484399	996	8
SRR10484404	996	41
SRR10484410	996	12
SRR10484415	996	19
SRR10484421	996	46
SRR10484426	996	23
SRR10484431	996	4
SRR10484432	996	4
SRR10484437	996	0
SRR10484443	996	75
SRR10484448	996	26
SRR10484454	996	8
SRR10484459	996	40
SRR10484371	2172098	100
SRR10484376	2172098	31
SRR10484377	2172098	270
SRR10484382	2172098	55
SRR10484388	2172098	46
SRR10484393	2172098	34
SRR10484399	2172098	6
SRR10484404	2172098	94
SRR10484410	2172098	26
SRR10484415	2172098	35
SRR10484421	2172098	102
SRR10484426	2172098	0
SRR10484431	2172098	13
SRR10484432	2172098	4
SRR10484437	2172098	1
SRR10484443	2172098	128
SRR10484448	2172098	139
SRR10484454	2172098	4
SRR10484459	2172098	38
SRR10484371	2162713	61
SRR10484376	2162713	0
SRR10484377	2162713	13
SRR10484382	2162713	26
SRR10484388	2162713	6
SRR10484393	2162713	16
SRR10484399	2162713	1
SRR10484404	2162713	40
SRR10484410	2162713	30
SRR10484415	2162713	62
SRR10484421	2162713	65
SRR10484426	2162713	1
SRR10484431	2162713	0
SRR10484432	2162713	2
SRR10484437	2162713	0
SRR10484443	2162713	103
SRR10484448	2162713	71
SRR10484454	2162713	2
SRR10484459	2162713	9
SRR10484371	2175091	46
SRR10484376	2175091	22
SRR10484377	2175091	256
SRR10484382	2175091	61
SRR10484388	2175091	22
SRR10484393	2175091	39
SRR10484399	2175091	2
SRR10484404	2175091	80
SRR10484410	2175091	4
SRR10484415	2175091	35
SRR10484421	2175091	79
SRR10484426	2175091	4
SRR10484431	2175091	7
SRR10484432	2175091	3
SRR10484437	2175091	2
SRR10484443	2175091	119
SRR10484448	2175091	25
SRR10484454	2175091	8
SRR10484459	2175091	6
SRR10484371	1492737	45
SRR10484376	1492737	0
SRR10484377	1492737	9
SRR10484382	1492737	10
SRR10484388	1492737	23
SRR10484393	1492737	17
SRR10484399	1492737	3
SRR10484404	1492737	44
SRR10484410	1492737	1
SRR10484415	1492737	43
SRR10484421	1492737	63
SRR10484426	1492737	0
SRR10484431	1492737	20
SRR10484432	1492737	0
SRR10484437	1492737	4
SRR10484443	1492737	51
SRR10484448	1492737	3
SRR10484454	1492737	3
SRR10484459	1492737	14
SRR10484371	2183896	41
SRR10484376	2183896	2
SRR10484377	2183896	25
SRR10484382	2183896	31
SRR10484388	2183896	39
SRR10484393	2183896	14
SRR10484399	2183896	3
SRR10484404	2183896	102
SRR10484410	2183896	17
SRR10484415	2183896	40
SRR10484421	2183896	57
SRR10484426	2183896	0
SRR10484431	2183896	6
SRR10484432	2183896	1
SRR10484437	2183896	1
SRR10484443	2183896	51
SRR10484448	2183896	79
SRR10484454	2183896	1
SRR10484459	2183896	21
SRR10484371	1306519	39
SRR10484376	1306519	0
SRR10484377	1306519	166
SRR10484382	1306519	5
SRR10484388	1306519	13
SRR10484393	1306519	13
SRR10484399	1306519	0
SRR10484404	1306519	10
SRR10484410	1306519	10
SRR10484415	1306519	40
SRR10484421	1306519	30
SRR10484426	1306519	1
SRR10484431	1306519	0
SRR10484432	1306519	0
SRR10484437	1306519	1
SRR10484443	1306519	30
SRR10484448	1306519	13
SRR10484454	1306519	1
SRR10484459	1306519	6
SRR10484371	1981981	22
SRR10484376	1981981	20
SRR10484377	1981981	143
SRR10484382	1981981	28
SRR10484388	1981981	28
SRR10484393	1981981	9
SRR10484399	1981981	2
SRR10484404	1981981	29
SRR10484410	1981981	7
SRR10484415	1981981	10
SRR10484421	1981981	18
SRR10484426	1981981	0
SRR10484431	1981981	2
SRR10484432	1981981	2
SRR10484437	1981981	2
SRR10484443	1981981	44
SRR10484448	1981981	8
SRR10484454	1981981	5
SRR10484459	1981981	4
SRR10484371	1763534	21
SRR10484376	1763534	42
SRR10484377	1763534	145
SRR10484382	1763534	8
SRR10484388	1763534	26
SRR10484393	1763534	5
SRR10484399	1763534	0
SRR10484404	1763534	13
SRR10484410	1763534	0
SRR10484415	1763534	17
SRR10484421	1763534	2
SRR10484426	1763534	13
SRR10484431	1763534	0
SRR10484432	1763534	1
SRR10484437	1763534	0
SRR10484443	1763534	17
SRR10484448	1763534	11
SRR10484454	1763534	13
SRR10484459	1763534	9
SRR10484371	2249356	21
SRR10484376	2249356	1
SRR10484377	2249356	4
SRR10484382	2249356	8
SRR10484388	2249356	3
SRR10484393	2249356	8
SRR10484399	2249356	1
SRR10484404	2249356	47
SRR10484410	2249356	1
SRR10484415	2249356	0
SRR10484421	2249356	58
SRR10484426	2249356	0
SRR10484431	2249356	2
SRR10484432	2249356	0
SRR10484437	2249356	0
SRR10484443	2249356	12
SRR10484448	2249356	5
SRR10484454	2249356	1
SRR10484459	2249356	12
SRR10484371	55197	8
SRR10484376	55197	1
SRR10484377	55197	26
SRR10484382	55197	14
SRR10484388	55197	2
SRR10484393	55197	2
SRR10484399	55197	2
SRR10484404	55197	1
SRR10484410	55197	3
SRR10484415	55197	18
SRR10484421	55197	7
SRR10484426	55197	1
SRR10484431	55197	1
SRR10484432	55197	0
SRR10484437	55197	0
SRR10484443	55197	27
SRR10484448	55197	58
SRR10484454	55197	0
SRR10484459	55197	30
SRR10484371	312277	8
SRR10484376	312277	4
SRR10484377	312277	10
SRR10484382	312277	158
SRR10484388	312277	14
SRR10484393	312277	8
SRR10484399	312277	0
SRR10484404	312277	20
SRR10484410	312277	0
SRR10484415	312277	22
SRR10484421	312277	6
SRR10484426	312277	0
SRR10484431	312277	3
SRR10484432	312277	0
SRR10484437	312277	0
SRR10484443	312277	13
SRR10484448	312277	3
SRR10484454	312277	0
SRR10484459	312277	15
SRR10484371	1355330	2
SRR10484376	1355330	2
SRR10484377	1355330	12
SRR10484382	1355330	23
SRR10484388	1355330	2
SRR10484393	1355330	4
SRR10484399	1355330	0
SRR10484404	1355330	2
SRR10484410	1355330	0
SRR10484415	1355330	17
SRR10484421	1355330	9
SRR10484426	1355330	3
SRR10484431	1355330	0
SRR10484432	1355330	0
SRR10484437	1355330	0
SRR10484443	1355330	8
SRR10484448	1355330	2
SRR10484454	1355330	4
SRR10484459	1355330	5
SRR10484371	96345	1
SRR10484376	96345	0
SRR10484377	96345	6
SRR10484382	96345	4
SRR10484388	96345	0
SRR10484393	96345	0
SRR10484399	96345	0
SRR10484404	96345	1
SRR10484410	96345	1
SRR10484415	96345	0
SRR10484421	96345	0
SRR10484426	96345	0
SRR10484431	96345	27
SRR10484432	96345	0
SRR10484437	96345	0
SRR10484443	96345	17
SRR10484448	96345	5
SRR10484454	96345	0
SRR10484459	96345	0
SRR10484371	308865	130
SRR10484376	308865	9
SRR10484377	308865	61
SRR10484382	308865	50
SRR10484388	308865	42
SRR10484393	308865	14
SRR10484399	308865	4
SRR10484404	308865	21
SRR10484410	308865	16
SRR10484415	308865	38
SRR10484421	308865	70
SRR10484426	308865	7
SRR10484431	308865	10
SRR10484432	308865	3
SRR10484437	308865	1
SRR10484443	308865	77
SRR10484448	308865	48
SRR10484454	308865	7
SRR10484459	308865	107
SRR10484371	238	157
SRR10484376	238	2
SRR10484377	238	140
SRR10484382	238	20
SRR10484388	238	9
SRR10484393	238	16
SRR10484399	238	12
SRR10484404	238	76
SRR10484410	238	31
SRR10484415	238	41
SRR10484421	238	67
SRR10484426	238	2
SRR10484431	238	14
SRR10484432	238	36
SRR10484437	238	0
SRR10484443	238	33
SRR10484448	238	17
SRR10484454	238	7
SRR10484459	238	65
SRR10484371	1117645	133
SRR10484376	1117645	4
SRR10484377	1117645	247
SRR10484382	1117645	93
SRR10484388	1117645	40
SRR10484393	1117645	35
SRR10484399	1117645	3
SRR10484404	1117645	68
SRR10484410	1117645	5
SRR10484415	1117645	55
SRR10484421	1117645	36
SRR10484426	1117645	2
SRR10484431	1117645	3
SRR10484432	1117645	0
SRR10484437	1117645	2
SRR10484443	1117645	162
SRR10484448	1117645	31
SRR10484454	1117645	12
SRR10484459	1117645	19
SRR10484371	1756150	40
SRR10484376	1756150	6
SRR10484377	1756150	10
SRR10484382	1756150	10
SRR10484388	1756150	1
SRR10484393	1756150	7
SRR10484399	1756150	4
SRR10484404	1756150	27
SRR10484410	1756150	2
SRR10484415	1756150	9
SRR10484421	1756150	7
SRR10484426	1756150	0
SRR10484431	1756150	6
